PMX Bone Weight
0.33332,16.77933,-0.16876,0.9295123,-0.01380162,-0.3685329,Žñ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.36141,16.79562,-0.07384,0.9961203,-0.02500454,0.08437529,Žñ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.30797,16.80715,0.0512,0.8293481,0.001828904,0.5587293,Žñ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.20743,16.81096,0.16381,0.5914516,0.04101532,0.8052967,Žñ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.09538,16.80556,0.22012,0.3304907,0.06885575,0.9412943,Žñ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0,16.80081,0.24349,0,0.08311734,0.9965398,Žñ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0,16.80851,-0.47079,7.803551E-09,-0.1802878,-0.983614,Žñ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.27966,16.69568,-0.27571,0.7773871,0.03375027,-0.6281165,Žñ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.16269,16.50864,-0.41291,0.7021384,0.07647229,-0.7079221,Žñ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.07834,16.66212,-0.44787,0.3597795,0.02767427,-0.9326268,Žñ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0,16.66165,-0.46471,3.818952E-09,-0.00232343,-0.9999974,Žñ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0,16.47931,-0.46973,3.791322E-09,0.03945712,-0.9992213,Žñ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.12873,16.4838,-0.449,0.4669061,0.09426506,-0.8792683,Žñ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
-0.33332,16.77933,-0.16876,-0.9348806,-0.02103036,-0.3543389,Žñ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
-0.35586,16.79562,-0.07384,-0.993134,-0.05231553,0.1046329,Žñ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
-0.30242,16.80715,0.0512,-0.8342069,-0.02170238,0.5510242,Žñ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
-0.20743,16.81096,0.16381,-0.5971316,0.03306392,0.8014615,Žñ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
-0.09538,16.80556,0.22012,-0.3304907,0.06885574,0.9412943,Žñ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
-0.27966,16.69568,-0.27571,-0.7773871,0.03375027,-0.6281165,Žñ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
-0.16269,16.50864,-0.41291,-0.7021384,0.07647229,-0.7079221,Žñ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
-0.07834,16.66212,-0.44787,-0.3597795,0.02767427,-0.9326268,Žñ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
-0.12873,16.4838,-0.449,-0.4669061,0.09426506,-0.8792684,Žñ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.15812,16.66937,-0.40008,0.6542401,0.05000308,-0.7546321,Žñ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
-0.15812,16.66937,-0.40008,-0.6542401,0.05000309,-0.7546321,Žñ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.3655,16.93211,-0.06699,0.9982489,-0.04656096,0.03648553,Žñ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.30571,16.93855,0.05429,0.8361706,-0.03924393,0.5470636,Žñ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.20095,16.9393,0.1608,0.5819829,0.0006937034,0.8132007,Žñ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.09468,16.93734,0.21026,0.3261337,0.02090756,0.9450924,Žñ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0,16.93618,0.23119,0,0.02904689,0.9995781,Žñ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.20222,17.02093,0.16312,0.5684081,-0.06402887,0.8202516,Žñ,“ª,,,0.6972891,0.3027109,0,0,False,0,0,0,0,0,0,0,0,0
0.3114,17.02052,0.05631,0.8046522,-0.07982475,0.5883561,Žñ,“ª,,,0.6874601,0.3125399,0,0,False,0,0,0,0,0,0,0,0,0
0.09695,17.02047,0.21163,0.3225012,-0.06417602,0.944391,Žñ,“ª,,,0.7103585,0.2896415,0,0,False,0,0,0,0,0,0,0,0,0
0.36227,17.01607,-0.10056,0.96724,-0.0524976,-0.2483766,Žñ,“ª,,,0.6694901,0.3305099,0,0,False,0,0,0,0,0,0,0,0,0
0,17.01997,0.23349,0,-0.06815517,0.9976746,Žñ,“ª,,,0.7136472,0.2863528,0,0,False,0,0,0,0,0,0,0,0,0
-0.36349,16.93211,-0.06699,-0.9964408,-0.06876516,0.04875738,Žñ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
-0.30571,16.93855,0.05429,-0.83896,-0.05282293,0.5416234,Žñ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
-0.20095,16.9393,0.1608,-0.5847524,-0.003308096,0.8112051,Žñ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
-0.09468,16.93734,0.21026,-0.3261337,0.02090756,0.9450925,Žñ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
-0.20222,17.02093,0.16312,-0.5684081,-0.06402891,0.8202516,Žñ,“ª,,,0.6972891,0.3027109,0,0,False,0,0,0,0,0,0,0,0,0
-0.3114,17.02052,0.05631,-0.8046522,-0.07982477,0.5883561,Žñ,“ª,,,0.6874601,0.3125399,0,0,False,0,0,0,0,0,0,0,0,0
-0.09695,17.02047,0.21163,-0.3225012,-0.06417603,0.944391,Žñ,“ª,,,0.7103586,0.2896414,0,0,False,0,0,0,0,0,0,0,0,0
-0.36227,17.01607,-0.10056,-0.9684289,-0.05933006,-0.2421266,Žñ,“ª,,,0.6694902,0.3305098,0,0,False,0,0,0,0,0,0,0,0,0
0.09836,17.1062,0.22145,0.3299222,-0.1632891,0.9297785,“ª,Žñ,,,0.6,0.4,0,0,False,0,0,0,0,0,0,0,0,0
0.20135,17.10771,0.17079,0.5677279,-0.134339,0.8121811,“ª,Žñ,,,0.6,0.4,0,0,False,0,0,0,0,0,0,0,0,0
0,17.10587,0.24254,0,-0.1832044,0.9830748,“ª,Žñ,,,0.6,0.4,0,0,False,0,0,0,0,0,0,0,0,0
0.31996,17.10677,0.0608,0.8091569,-0.1387949,0.5709651,“ª,Žñ,,,0.6,0.4,0,0,False,0,0,0,0,0,0,0,0,0
-0.09836,17.1062,0.22145,-0.3299222,-0.163289,0.9297785,“ª,Žñ,,,0.6,0.4,0,0,False,0,0,0,0,0,0,0,0,0
0.37522,17.10065,-0.07364,0.9744564,-0.1310155,-0.1823997,“ª,Žñ,,,0.8,0.2,0,0,False,0,0,0,0,0,0,0,0,0
-0.20135,17.10771,0.17079,-0.5677279,-0.134339,0.8121811,“ª,Žñ,,,0.6,0.4,0,0,False,0,0,0,0,0,0,0,0,0
-0.31996,17.10677,0.0608,-0.8091569,-0.1387949,0.5709651,“ª,Žñ,,,0.6,0.4,0,0,False,0,0,0,0,0,0,0,0,0
-0.37522,17.10065,-0.07364,-0.9744564,-0.1310155,-0.1823997,“ª,Žñ,,,0.8,0.2,0,0,False,0,0,0,0,0,0,0,0,0
0.37009,17.01743,-0.06164,0.9773853,-0.09142336,0.190682,Žñ,“ª,,,0.6823488,0.3176512,0,0,False,0,0,0,0,0,0,0,0,0
